0.01           0.161062704    3.47845784     3.61879452
0.015          0.232853641    5.07056523     5.21024473
0.02           0.299773049    6.57012273     6.66931038
0.025          0.362421155    7.98108372     8.00483283
0.03           0.421319235    9.30725225     9.2250465
0.035          0.476919563    10.5522882     10.3376283
0.04           0.52961405     11.7197127     11.3497412
0.045          0.579741527    12.8129124     12.2680736
0.05           0.627594322    13.8351452     13.0988762
0.055          0.673424126    14.7895438     13.8479944
0.1            1.02185697     20.7872688     17.7112981
0.15           1.32016454     23.424612      18.1438171
0.2            1.5395481      23.4636115     16.651101
0.25           1.6820671      22.0337586     14.4018063
0.3            1.74899753     19.8633982     12.0162339
0.35           1.74674553     17.40941       9.78991899
0.4            1.68767131     14.9471956     7.84388488
0.45           1.58648122     12.6326934     6.20825324
0.5            1.45758101     10.5447712     4.86847089
0.55           1.31354712     8.71391986     3.7905887
0.6            1.16447332     7.14144076     2.93471318
0.65           1.0178889      5.81208102     2.26180353
0.7            0.878996818    4.70218876     1.73677188
0.75           0.751056981    3.78483541     1.32958019
0.8            0.635804888    3.0329094      1.01530025
0.85           0.533844345    2.42087347     0.773680433
0.9            0.444985103    1.92565903     0.588518925
0.95           0.368516088    1.52701816     0.447001437
1              0.303416074    1.20754775     0.33908164
1.05           0.248509176    0.95252707     0.256937361
1.1            0.202574612    0.749660156    0.194511587
1.15           0.164420273    0.588780339    0.147134968
1.2            0.13292876     0.46155177     0.111221008
1.25           0.107083203    0.361187659    0.0840232419
1.3            0.0859787638   0.282195418    0.0634437711
1.35           0.0688244301   0.220152737    0.0478834954
