0.01           0.76089244     0.031574725    1.04632376
0.015          1.06569441     0.0460266331   1.4737356
0.02           1.32789332     0.0596384456   1.84662155
0.025          1.55244656     0.0724460481   2.17092181
0.03           1.74370729     0.0844839707   2.45188396
0.035          1.90550573     0.0957854356   2.69415357
0.04           2.04122165     0.106382403    2.90185554
0.045          2.15384377     0.116305617    3.07866058
0.05           2.24601671     0.125584648    3.22783798
0.055          2.32008668     0.134247934    3.35230702
0.1            2.45100837     0.1886906      3.71421414
0.15           2.08287603     0.212630343    3.32521698
0.2            1.6095594      0.212984349    2.70523825
0.25           1.19142749     0.200005261    2.10489693
0.3            0.862263411    0.180304424    1.5985881
0.35           0.616426832    0.158029035    1.19695286
0.4            0.43783963     0.135678974    0.888477567
0.45           0.310099629    0.114669729    0.655937913
0.5            0.219520149    0.0957172018   0.482625935
0.55           0.155581585    0.0790981625   0.354375786
0.6            0.11052995     0.0648244247   0.259899651
0.65           0.0787832133   0.0527575347   0.190500541
0.7            0.0563788378   0.0426827991   0.13960968
0.75           0.040527324    0.0343557814   0.10232669
0.8            0.0292742878   0.0275303841   0.0750246267
0.85           0.0212536356   0.0219747997   0.0550327338
0.9            0.0155110438   0.0174796295   0.0403907983
0.95           0.0113793554   0.0138610789   0.0296630587
1              0.0083913443   0.0109611759   0.0217991527
1.05           0.00621894543  0.00864629721  0.0160311323
1.1            0.00463104102  0.00680482971  0.0117976367
1.15           0.00346417357  0.00534448832  0.00868827276
1.2            0.00260222729  0.00418960669  0.00640291815
1.25           0.0019623182   0.00327857963  0.00472198796
1.3            0.00148497837  0.00256154973  0.00348472921
1.35           0.00112731051  0.0019983747   0.00257338142
